0.1,6.17284e-05
0.2,6.17284e-05
0.3,6.17284e-05
0.4,6.17284e-05
0.5,6.17284e-05
0.6,6.17284e-05
0.7,6.17284e-05
0.8,6.17284e-05
0.9,6.17284e-05
1,6.17284e-05
1.1,6.17284e-05
1.2,6.17284e-05
1.3,6.17284e-05
1.4,6.17284e-05
1.5,6.17284e-05
1.6,6.17284e-05
1.7,6.17284e-05
1.8,6.17284e-05
1.9,6.17284e-05
2,6.17284e-05
2.1,6.17284e-05
2.2,6.17284e-05
2.3,6.17284e-05
2.4,6.17284e-05
2.5,6.17284e-05
2.6,6.17284e-05
2.7,6.17284e-05
2.8,6.17284e-05
2.9,6.17284e-05
3,6.17284e-05
3.1,6.17284e-05
3.2,6.17284e-05
3.3,6.17284e-05
3.4,6.17284e-05
3.5,6.17284e-05
3.6,6.17284e-05
3.7,6.17284e-05
3.8,6.17284e-05
3.9,6.17284e-05
4,6.17284e-05
4.1,6.17284e-05
4.2,6.17284e-05
4.3,6.17284e-05
4.4,6.17284e-05
4.5,6.17284e-05
4.6,6.17284e-05
4.7,6.17284e-05
4.8,6.17284e-05
4.9,6.17284e-05
5,6.17284e-05
5.1,6.17284e-05
5.2,6.17284e-05
5.3,6.17284e-05
5.4,6.17284e-05
5.5,6.17284e-05
5.6,6.17284e-05
5.7,6.17284e-05
5.8,6.17284e-05
5.9,6.17284e-05
6,6.17284e-05
6.1,6.17284e-05
6.2,6.17284e-05
6.3,6.17284e-05
6.4,6.17284e-05
6.5,6.17284e-05
6.6,6.17284e-05
6.7,6.17284e-05
6.8,6.17284e-05
6.9,6.17284e-05
7,6.17284e-05
7.1,6.17284e-05
7.2,6.17284e-05
7.3,6.17284e-05
7.4,6.17284e-05
7.5,6.17284e-05
7.6,6.17284e-05
7.7,6.17284e-05
7.8,6.17284e-05
7.9,6.17284e-05
8,6.17284e-05
8.1,6.17284e-05
8.2,6.17284e-05
8.3,6.17284e-05
8.4,6.17284e-05
8.5,6.17284e-05
8.6,6.17284e-05
8.7,6.17284e-05
8.8,6.17284e-05
8.9,6.17284e-05
9,6.17284e-05
9.1,6.17284e-05
9.2,6.17284e-05
9.3,6.17284e-05
9.4,6.17284e-05
9.5,6.17284e-05
9.6,6.17284e-05
9.7,6.17284e-05
9.8,6.17284e-05
9.9,6.17284e-05
10,6.17284e-05
10.1,6.17284e-05
10.2,6.17284e-05
10.3,6.17284e-05
10.4,6.17284e-05
10.5,6.17284e-05
10.6,6.17284e-05
10.7,6.17284e-05
10.8,6.17284e-05
10.9,6.17284e-05
11,6.17284e-05
11.1,6.17284e-05
11.2,6.17284e-05
11.3,6.17284e-05
11.4,6.17284e-05
11.5,6.17284e-05
11.6,6.17284e-05
11.7,6.17284e-05
11.8,6.17284e-05
11.9,6.17284e-05
12,6.17284e-05
12.1,6.17284e-05
12.2,6.17284e-05
12.3,6.17284e-05
12.4,6.17284e-05
12.5,6.17284e-05
12.6,6.17284e-05
12.7,6.17284e-05
12.8,6.17284e-05
12.9,6.17284e-05
13,6.17284e-05
13.1,6.17284e-05
13.2,6.17284e-05
13.3,6.17284e-05
13.4,6.17284e-05
13.5,6.17284e-05
13.6,6.17284e-05
13.7,6.17284e-05
13.8,6.17284e-05
13.9,6.17284e-05
14,6.17284e-05
14.1,6.17284e-05
14.2,6.17284e-05
14.3,6.17284e-05
14.4,6.17284e-05
14.5,6.17284e-05
14.6,6.17284e-05
14.7,6.17284e-05
14.8,6.17284e-05
14.9,6.17284e-05
15,6.17284e-05
15.1,6.17284e-05
15.2,6.17284e-05
15.3,6.17284e-05
15.4,6.17284e-05
15.5,6.17284e-05
15.6,6.17284e-05
15.7,6.17284e-05
15.8,6.17284e-05
15.9,6.17284e-05
16,6.17284e-05
16.1,6.17284e-05
16.2,6.17284e-05
16.3,6.17284e-05
16.4,6.17284e-05
16.5,6.17284e-05
16.6,6.17284e-05
16.7,6.17284e-05
16.8,6.17284e-05
16.9,6.17284e-05
17,6.17284e-05
17.1,6.17284e-05
17.2,6.17284e-05
17.3,6.17284e-05
17.4,6.17284e-05
17.5,6.17284e-05
17.6,6.17284e-05
17.7,6.17284e-05
17.8,6.17284e-05
17.9,6.17284e-05
18,6.17284e-05
18.1,6.17284e-05
18.2,6.17284e-05
18.3,6.17284e-05
18.4,6.17284e-05
18.5,6.17284e-05
18.6,6.17284e-05
18.7,6.17284e-05
18.8,6.17284e-05
18.9,6.17284e-05
19,6.17284e-05
19.1,6.17284e-05
19.2,6.17284e-05
19.3,6.17284e-05
19.4,6.17284e-05
19.5,6.17284e-05
19.6,6.17284e-05
19.7,6.17284e-05
19.8,6.17284e-05
19.9,6.17284e-05
20,6.17284e-05
20.1,6.17284e-05
20.2,6.17284e-05
20.3,6.17284e-05
20.4,6.17284e-05
20.5,6.17284e-05
20.6,6.17284e-05
20.7,6.17284e-05
20.8,6.17284e-05
